snapshot_id,snapshot_type,source,model,metadata_field,observed_value,description,source_level,discovery_value,reasoning
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,figure_title,Projets soumis HRP,Title or caption text identifying the subject of the figure.,snapshot,high,The title provides the primary semantic description needed to retrieve this figure.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,indicator_name,Projets soumis HRP,Name of the measured indicator or quantity represented in the visualization.,snapshot,high,Identifying the measured concept enables discovery of figures about project submissions.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,time_period,2024,Time period or reference year covered by the data.,snapshot,high,The year is essential for filtering and comparing figures over time.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,visualization_type,Donut chart,Type of visualization used to present the data.,snapshot,medium,Visualization type supports analytical reuse and helps users understand the figure structure.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,unit_of_measure,Number of projects,Unit in which the displayed values are measured.,snapshot,high,The unit clarifies that the values are counts of projects rather than percentages or monetary amounts.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,category_dimension,Submitting organization type,Dimension used to group or segment the measured values.,snapshot,high,The grouping dimension enables users to find data broken down by organization type.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,category_labels,Agence UN; ONG Internationale; ONG Nationale,Category names used in the figure legend or labels.,snapshot,high,Category labels expose the substantive groups represented in the chart for search and filtering.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,category_values,Agence UN: 3; ONG Internationale: 32; ONG Nationale: 37,Displayed quantitative values associated with each category.,snapshot,high,Capturing category-level values supports data discovery and reuse beyond the visual image.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,program_or_framework,HRP,"Named program, plan, or framework referenced by the figure.",snapshot,medium,The HRP reference helps associate the figure with a specific humanitarian planning framework.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,language,French,Language of the visible text in the figure.,snapshot,medium,Language metadata supports multilingual discovery and interpretation of labels.
2024_12_-_cp_mali_-_bonnes_pratiques_sur_la_localisation-_cp_mali_vf_figure_003.png,figure,unhcr,gpt-5.5,geographic_scope,Not identifiable from this snapshot,"Country, region, or location covered by the data.",snapshot,medium,Geographic scope is typically important for humanitarian data discovery but is not visible here.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,figure_title,Key needs,Title or headline describing the subject of the figure.,snapshot,high,The title provides the primary topical entry point for search and cataloging.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,visualization_type,Horizontal grouped bar chart,The analytical chart form used to present the data.,snapshot,medium,Knowing the visualization type supports interpretation and reuse of the snapshot data.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,indicator_name,Key needs by service/protection category before and after ceasefire,Name of the measured concept or indicator represented in the figure.,snapshot,high,The indicator summarizes what the numeric values represent and improves retrieval beyond the title alone.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,series_dimension,Ceasefire status,Dimension used to distinguish the compared data series in the figure.,snapshot,high,The series dimension identifies the main comparison structure of the chart.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,series_labels,After ceasefire; Prior to ceasefire,Labels for the compared data series shown in the legend.,snapshot,high,Series labels make the temporal or contextual comparison discoverable.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,row_dimension,Need or service category,Categorical dimension represented by the bar labels.,snapshot,high,This field identifies the meaning of the categories being compared.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,category_labels,"CP, GBV and protection information and awareness raising; Emergency protection cash; EORE sessions; Protection interventions; Dignity kits; GBV awareness/information; Child protection information and awareness; PSS for children and caregivers; Specialized services for persons with disabilities; GBV case management and PSS; Child protection case management",Named categories or groups represented in the figure.,snapshot,high,Category labels expose detailed figure content that is often not captured in document-level metadata.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,unit_of_measure,Not explicitly identifiable from this snapshot; values appear to be counts,Measurement unit associated with the numeric values.,snapshot,medium,"Units are essential for interpreting and comparing numeric values, even when not explicitly labeled."
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,value_type,Absolute numeric counts,Type of quantitative value displayed in the figure.,snapshot,medium,Distinguishing counts from percentages or rates supports analytical reuse.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,data_values,"After ceasefire: 49,559; 41,251; 21,114; 18,393; 15,513; 11,494; 6,872; 3,780; 1,714; 1,014; 306. Prior to ceasefire: 64,758; 63,400; not shown for EORE sessions; 4,556; 52,273; 18,433; 27,043; 48,541; 451; 6,862; 353.",Numeric values associated with each category and series.,snapshot,high,Capturing the values enables direct discovery and reuse of the data contained in the chart.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,thematic_domain,Protection; gender-based violence; child protection; psychosocial support; disability services; explosive ordnance risk education; emergency cash assistance,Broad subject domains represented by the categories in the figure.,snapshot,high,Thematic domains support faceted search across figures with related humanitarian topics.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,population_group,Children and caregivers; persons with disabilities,Population groups explicitly referenced in the figure categories.,snapshot,medium,Population group metadata helps users find figures concerning specific affected groups.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,event_context,Ceasefire,Event or contextual milestone used to frame the comparison.,snapshot,high,The ceasefire context is central to interpreting the before-and-after comparison.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,geographic_scope,Not identifiable from this snapshot,Geographic area to which the figure data applies.,snapshot,medium,Geographic scope is important for discovery and comparison but is not visible in the snapshot.
protection_sector_analysis_report_figure_013.png,figure,unhcr,gpt-5.5,source_citation,Not identifiable from this snapshot,Citation or source statement for the data shown in the figure.,snapshot,medium,Source information supports provenance tracking and confidence in analytical reuse.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,figure_title,Figure 6: Food Consumption Score (FCS),The title or caption text identifying the figure.,snapshot,high,The title provides the primary semantic description needed for search and cataloging.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,figure_number,Figure 6,The sequential figure identifier assigned within the source document.,snapshot,low,The figure number can help reference the snapshot within the document but adds limited topical discovery value.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,indicator_name,Food Consumption Score,"The main metric, index, or indicator represented in the figure.",snapshot,high,Indicator names are highly reusable for discovering figures about specific measures.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,indicator_abbreviation,FCS,An acronym or abbreviated form of the indicator name.,snapshot,medium,Abbreviations support retrieval when users search by commonly used short forms.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,visualization_type,Pie chart,The analytical chart form used to present the data.,snapshot,medium,Visualization type helps users filter for figures suited to proportional or compositional interpretation.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,category_dimension,"Food consumption score classification; inferred from categories Poor, Borderline, and Acceptable",The categorical dimension by which the data values are grouped.,snapshot,high,The category dimension explains what the slices represent and supports comparison across similar figures.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,category_labels,Poor; Borderline; Acceptable,The named categories or classes shown in the figure.,snapshot,high,Category labels expose substantive information that may not appear in document-level metadata.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,category_values,Poor: 3%; Borderline: 43%; Acceptable: 54%,The numeric values associated with each displayed category.,snapshot,high,Category-value pairs enable analytical reuse and direct discovery of data embedded in the figure.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,unit_of_measure,Percent (%),The measurement unit used for reported values.,snapshot,high,Units are essential for interpreting and comparing numeric values across snapshots.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,value_type,Share or proportion of cases; inferred from percentage values in a pie chart,"The statistical nature of the reported values, such as count, percentage, rate, or index score.",snapshot,medium,"Value type helps users understand whether the figure reports composition, magnitude, or another measurement form."
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,geographic_scope,Not identifiable from this snapshot,The geographic area to which the figure’s data applies.,snapshot,high,Geographic scope is critical for filtering and comparing figures but is absent from this snapshot.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,time_period,Not identifiable from this snapshot,"The date, year, survey round, or period covered by the figure’s data.",snapshot,high,Time period is essential for temporal discovery and comparison but is not visible in the figure.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,population_group,Not identifiable from this snapshot,"The population, household group, sample, or beneficiary group represented by the data.",snapshot,high,Population group is needed to interpret who the food consumption score categories describe.
protection_risk_analysis_report_oct_2014_figure_007.png,figure,unhcr,gpt-5.5,source_citation,Not identifiable from this snapshot,"The data source, survey, organization, or citation supporting the figure.",snapshot,medium,Source citation supports provenance tracking but is not provided in the visible snapshot.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,figure_title,"Figure 1. Proportion of Myanmar refugees with disabilities, by sex (percentage)",Title or caption text identifying the subject of the figure.,snapshot,high,"The title provides the main topic, population, disaggregation, and unit needed for discovery."
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,visualization_type,Donut charts,Type of visualization used to present the data.,snapshot,medium,Visualization type supports interpretation and filtering of figure-based data assets.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,indicator_name,Proportion of Myanmar refugees with disabilities,Name of the main measured indicator shown in the snapshot.,snapshot,high,The indicator name is central for searching and comparing figures about disability prevalence among refugees.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,population_group,Myanmar refugees,Population or group to which the data refer.,snapshot,high,Population group enables discovery of data related to refugees and displaced populations.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,geographic_scope,"Myanmar, as the origin associated with the refugee population",Geographic place associated with the population or measurement context.,snapshot,high,Geographic scope supports filtering and retrieval by country or place context.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,reference_population,Refugees,Denominator or broader population against which the focal measure is calculated.,snapshot,high,The reference population is necessary to interpret the 1% disability proportion.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,focal_subpopulation,Refugees with disabilities,Specific subgroup highlighted or analyzed within the broader population.,snapshot,high,Identifying the focal subgroup improves discovery of disability-related refugee statistics.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,unit_of_measure,Percentage,Measurement unit used for the values in the figure.,snapshot,high,Unit of measure is essential for interpreting and reusing quantitative values.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,indicator_value,1% refugees with disabilities,Primary numeric value associated with the main indicator.,snapshot,high,Capturing the main value enables direct retrieval of quantitative content embedded in the figure.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,disaggregation_dimension,Sex,Dimension by which the focal population is broken down.,snapshot,high,Disaggregation dimension supports searching for figures with sex-disaggregated data.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,category_labels,Men and boys; Women and girls,Labels of categories used in the disaggregated data.,snapshot,high,Category labels make the sex-disaggregated breakdown searchable and interpretable.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,category_values,Men and boys: 56%; Women and girls: 44%,Numeric values corresponding to the displayed categories.,snapshot,high,Category values expose quantitative details that may not be available in document-level metadata.
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,time_period,Not identifiable from this snapshot,Date or period to which the data values apply.,snapshot,medium,"Time period is important for comparison and reuse, even though it is not visible here."
unhcr-unw_disability_and_women_and_girls_in_displacement_from_myanmar_figure_000.png,figure,unhcr,gpt-5.5,source_citation,Not identifiable from this snapshot,Source or citation for the data shown in the figure.,snapshot,medium,Source citation supports provenance tracking and assessment of data reliability.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,figure_title,Service Provision,The displayed title or heading of the figure.,snapshot,high,The title directly identifies the main topic of the snapshot for search and cataloging.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,indicator_name,Service provision status by service type and year,The main measure or analytical concept represented in the figure.,snapshot,high,This captures the semantic meaning of the chart beyond the visual labels.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,visualization_type,Small-multiple pie charts,The chart form used to encode the data.,snapshot,medium,Knowing the visualization type helps users understand how values are structured and compared.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,time_period,2019; 2020,"The year, date, or period covered by the data in the snapshot.",snapshot,high,Time coverage is essential for filtering and comparing service provision patterns.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,comparison_dimension,Year,The dimension across which values are compared in the figure.,snapshot,high,This identifies that the figure supports year-over-year comparison.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,service_categories,Health / Medical Services; Legal Assistance Services; Safety & Security Services; Livelihoods Services; Psychosocial Services; Cash Assistance Services,The service domains or program areas represented in the figure.,snapshot,high,Service categories are central to discovering figures about specific forms of assistance.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,outcome_categories,Service received; Referred; Declined; Unavailable,The categorical statuses or outcomes used to classify the service provision data.,snapshot,high,Outcome categories enable retrieval and comparison of figures about service availability and uptake.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,unit_of_measure,Percent (%),The measurement unit used for the displayed values.,snapshot,high,The unit is required for interpreting and reusing the quantitative values.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,value_type,Percentage distribution within each service category and year,The type of quantitative value encoded in the figure.,snapshot,high,This clarifies that values are proportional shares rather than counts or totals.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,category_values,"Labeled percentages by outcome, service category, and year; examples include Health / Medical Services service received 72% in 2019 and 69% in 2020, and Psychosocial Services service received 95% in both years.",The numeric values associated with categories in the figure.,snapshot,high,Capturing chart values supports analytical reuse of data otherwise embedded only in the image.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,population_group,Not identifiable from this snapshot,"The affected population, beneficiary group, or case population to which the service provision data applies.",snapshot,medium,Population context would materially improve interpretation but is not visible in the snapshot.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,geographic_scope,Not identifiable from this snapshot,"The country, region, or locality covered by the data.",snapshot,medium,Geographic scope is important for discovery and filtering but is not provided in the image.
jordan_gbv_ims_task_force_-_2020_annual_report_-_v04_figure_007.png,figure,unhcr,gpt-5.5,source_citation,Not identifiable from this snapshot,The cited source or provenance of the data shown in the figure.,snapshot,medium,"A source citation would support provenance tracking, but none is visible in the snapshot."
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,visualization_type,Thematic map with proportional circle symbols and highlighted administrative areas,The general analytical visualization method used to represent information in the snapshot.,snapshot,high,Knowing the visualization type supports discovery and reuse of map-based quantitative information.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,indicator_name,Nombre de déplacés internes,The main indicator or measure represented in the snapshot.,snapshot,high,The indicator is central to understanding and retrieving the subject of the map.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,population_group,Déplacés internes,The population group or demographic category measured by the indicator.,snapshot,high,Population group enables targeted discovery of snapshots about internally displaced persons.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,unit_of_measure,"Number of internally displaced persons, implied by “Nombre de déplacés internes”",The measurement unit used for the mapped indicator.,snapshot,high,Units are necessary for interpreting and comparing quantitative values across snapshots.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,geographic_scope,"Democratic Republic of the Congo, focused on Ituri and Nord-Kivu provinces and the territories of Beni, Lubero, Irumu, and Mambasa",The geographic area covered by the snapshot.,snapshot,high,"Geographic scope is essential for spatial search, filtering, and interpretation."
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,country,"Democratic Republic of the Congo, inferred from the country outline and inset location map",The country represented or emphasized in the snapshot.,snapshot,high,Country-level metadata supports geographic faceting and retrieval.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,administrative_areas_highlighted,"Territoires de Beni, Lubero, Irumu et Mambasa",Named administrative areas visually emphasized as the focus of the map.,snapshot,high,Highlighted areas identify the specific subnational units most relevant to the mapped data.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,administrative_level,"Province, territory, and locality/city labels are shown",The administrative or geographic levels represented in the snapshot.,snapshot,medium,Administrative level helps users assess the spatial granularity of the information.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,province_names,ITURI; NORD-KIVU,Province-level geographic entities labeled in the snapshot.,snapshot,high,Province names improve subnational geographic discovery and filtering.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,territory_names,Mambasa; Irumu; Beni; Lubero; Aru; Mahagi; Djugu; Oïcha; Rutshuru; Walikale; Masisi; Nyiragongo,Territory-level geographic entities labeled in the snapshot.,snapshot,medium,Territory names support fine-grained geographic search and spatial comparison.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,locality_names,Ingbokolo; Ariwara; Aru; Mahagi; Mongwalu; Bunia; Oicha; Beni; Butembo; Rutshuru; Goma,"Localities, towns, or cities labeled in the snapshot.",snapshot,medium,Named localities increase discoverability for users searching by place.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,legend_classes,15 584; 15 585–159 560; 159 561–263 347; 263 348–497 987,Class breaks or value ranges shown in the legend for the mapped indicator.,snapshot,high,Legend classes make the quantitative encoding interpretable and reusable.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,data_encoding,"Red proportional circles encode the number of internally displaced persons; blue shading identifies the territories of Beni, Lubero, Irumu and Mambasa",How visual symbols or colors correspond to data concepts in the snapshot.,snapshot,high,Encoding metadata supports interpretation of the map without relying on visual inspection alone.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,scale_unit,Kilometers,The distance unit used by the map scale bar.,snapshot,low,Scale unit is useful for map interpretation but less central to thematic discovery.
zone_frontalire_nord_kivu_-_ituri_rpublique_dmocratique_du_congo_-_protection_analysis_update_juin_2022_figure_000.png,figure,unhcr,gpt-5.5,map_disclaimer,Les frontières et les noms indiqués et les désignations utilisées sur cette carte n’impliquent pas l’approbation ou l’acceptation officielle par les Nations Unies,"Disclaimer or caveat associated with boundaries, names, or designations on the map.",snapshot,medium,Disclaimers provide important context for provenance and interpretation of geographic boundaries.
68487_figure_000.png,figure,unhcr,gpt-5.5,visualization_type,Key statistics / infographic-style summary (inferred),The general form used to present the data in the snapshot.,snapshot,medium,This supports filtering for snapshots that summarize multiple headline indicators rather than detailed tabular data.
68487_figure_000.png,figure,unhcr,gpt-5.5,indicator_names,Registered refugees; Biometrically registered refugees in 2018; Baseline; Intentions for global solutions; Born in the DRC; Children out of school; Displaced in the past 12 months,Names or labels of the measures presented in the snapshot.,snapshot,high,Indicator names are central to searching and reusing the statistical content of the snapshot.
68487_figure_000.png,figure,unhcr,gpt-5.5,indicator_values,"76,067; 35,416; 215,942; 53%; 46%; 67.7%; 48%; 21%",Reported numeric values associated with the indicators in the snapshot.,snapshot,high,Capturing headline values enables discovery of quantitative facts otherwise embedded only in the image.
68487_figure_000.png,figure,unhcr,gpt-5.5,unit_of_measure,Counts; percentages,The measurement units used for reported values.,snapshot,high,Units are necessary for interpreting and comparing the reported indicators.
68487_figure_000.png,figure,unhcr,gpt-5.5,time_period,2015–2018; 2018; 2014; past 12 months,Time periods or reference dates associated with the indicators.,snapshot,high,Temporal context is essential for filtering and comparing statistics across snapshots.
68487_figure_000.png,figure,unhcr,gpt-5.5,population_group,Refugees; registered refugees; biometrically registered refugees; children,Population groups to which the indicators refer.,snapshot,high,Population group metadata improves retrieval of statistics about specific affected groups.
68487_figure_000.png,figure,unhcr,gpt-5.5,indicator_topic,Refugee registration; biometric registration; baseline population; durable solutions intentions; country of birth; school attendance; recent displacement,Thematic topics represented by the indicators in the snapshot.,snapshot,high,Topic-level metadata supports faceted browsing across multi-indicator humanitarian statistics.
68487_figure_000.png,figure,unhcr,gpt-5.5,solution_categories,Voluntary Repatriation; Local Integration,Categories of durable or global solutions represented in the snapshot.,snapshot,high,Solution categories make the snapshot discoverable for analysis of refugee intentions and durable solutions.
68487_figure_000.png,figure,unhcr,gpt-5.5,category_values,Voluntary Repatriation: 53%; Local Integration: 46%,Values associated with categorical response options or groups.,snapshot,high,Pairing categories with values supports analytical reuse of categorical statistics.
68487_figure_000.png,figure,unhcr,gpt-5.5,geographic_reference,DRC,Geographic entity explicitly referenced by the snapshot.,snapshot,medium,Geographic references improve discovery even when the main country or location is not otherwise available.
68487_figure_000.png,figure,unhcr,gpt-5.5,geographic_role,Country of birth/origin for 67.7% of the population,The role played by the referenced geography in the statistic.,snapshot,medium,Distinguishing a country of origin from a reporting location prevents geographic misinterpretation.
68487_figure_000.png,figure,unhcr,gpt-5.5,data_collection_or_registration_method,Biometric registration; CNR baseline,"Methods, systems, or reference exercises used to define reported figures.",snapshot,medium,Method metadata helps users assess comparability and provenance of population statistics.
68487_figure_000.png,figure,unhcr,gpt-5.5,source_or_reference_note,2014 CNR,"Source, reference, or citation note visible in the snapshot.",snapshot,medium,Source notes support provenance tracking and confidence assessment for extracted statistics.
57696_figure_000.png,figure,unhcr,gpt-5.5,figure_title,LAND AND SEA CROSSINGS FROM TURKEY - JAN TO APR 2017,Title or heading assigned to the figure.,snapshot,high,"The title summarizes the subject, origin, and reporting period of the map."
57696_figure_000.png,figure,unhcr,gpt-5.5,visualization_type,Flow map,General type of visualization used to represent the data.,snapshot,medium,Identifying the figure as a flow map supports retrieval of geographic movement visualizations.
57696_figure_000.png,figure,unhcr,gpt-5.5,indicator_name,Land and sea crossings from Turkey,Main phenomenon or indicator represented in the snapshot.,snapshot,high,The indicator captures the substantive meaning of the map for search and analytical reuse.
57696_figure_000.png,figure,unhcr,gpt-5.5,time_period,Jan to Apr 2017,Date range or reporting period covered by the data in the snapshot.,snapshot,high,The time period is essential for filtering and comparing movement data across snapshots.
57696_figure_000.png,figure,unhcr,gpt-5.5,geographic_scope,"Turkey, Greece, Bulgaria, Cyprus, Italy, and surrounding Eastern Mediterranean region",Geographic area covered by the figure.,snapshot,high,Geographic scope enables map-based and country-based discovery of the figure.
57696_figure_000.png,figure,unhcr,gpt-5.5,origin_location,Turkey,Place from which the represented movements originate.,snapshot,high,Origin location is central to understanding and querying directional movement data.
57696_figure_000.png,figure,unhcr,gpt-5.5,destination_locations,Greece; Bulgaria; Cyprus; Italy,Places receiving or associated with the represented movements.,snapshot,high,Destination locations make the route-level content discoverable beyond the overall map title.
57696_figure_000.png,figure,unhcr,gpt-5.5,movement_direction,"From Turkey toward Greece, Bulgaria, Cyprus, and Italy",Directional relationship represented by routes or arrows in the figure.,snapshot,high,Movement direction supports discovery of origin-destination patterns in flow maps.
57696_figure_000.png,figure,unhcr,gpt-5.5,movement_mode,Sea arrivals; Land arrivals,Mode or channel by which movements are categorized.,snapshot,high,Movement mode is a reusable analytical dimension for comparing crossings or arrivals.
57696_figure_000.png,figure,unhcr,gpt-5.5,legend_labels,Sea Arrivals; Land Arrivals,Semantic categories identified in the map legend.,snapshot,medium,Legend labels clarify how the route symbols should be interpreted.
57696_figure_000.png,figure,unhcr,gpt-5.5,unit_of_measure,Arrivals / crossings count,Measurement unit used for numeric values in the figure.,snapshot,high,Unit of measure is required to interpret the numeric route values correctly.
57696_figure_000.png,figure,unhcr,gpt-5.5,route_quantitative_values,"Sea arrivals: 5,036; 539; 302. Land arrivals: 660; 351.",Numeric values associated with routes or movement categories in the figure.,snapshot,high,Route-level values enable analytical reuse of data embedded in the map.
57696_figure_000.png,figure,unhcr,gpt-5.5,source_citation,"Sources: UNHCR, Hellenic Police and Ministry of Interior, Bulgaria",Organizations or references cited as data sources for the snapshot.,snapshot,high,Source citation supports provenance tracking and trust assessment.
57696_figure_000.png,figure,unhcr,gpt-5.5,source_url,https://www.mvr.bg/NR/rdonlyres/9C36DA2C-4CCA-467A-B9EC-8FB42D67E8B4/0/Spravka_April_2017_Internet.pdf,URL cited as a source or supporting reference for the figure.,snapshot,medium,A source URL enables verification and linking to underlying source material.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,figure_title,Niveau d'éducation,Title or heading that identifies the subject of the figure.,snapshot,high,The title provides the primary semantic topic needed to discover the figure.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,indicator_name,Niveau d'éducation,"Name of the variable, indicator, or concept represented in the figure.",snapshot,high,This identifies the measured concept as education level and supports thematic search.
